Player 1 Name (Black),Player 2 Name (White),Player 1 Score,Player 2 Score,Winner,Score Difference,Number of Moves
mcts_trained,dqn,220,180.5,Black,39.5,449
mcts_trained,dqn,255,190.5,Black,64.5,510
mcts_trained,dqn,220,152.5,Black,67.5,445
mcts_trained,ga,178,158.5,Black,19.5,380
mcts_trained,ga,192,146.5,Black,45.5,414
mcts_trained,ga,199,164.5,Black,34.5,428
mcts_trained,ga,196,170.5,Black,25.5,568
mcts_trained,ga,213,149.5,Black,63.5,613
mcts_trained,ga,201,164.5,Black,36.5,512
mcts_trained,ga,194,171.5,Black,22.5,524
mcts_trained,ga,194,171.5,Black,22.5,524
mcts_trained,ga,179,187.5,White,8.5,560
mcts_trained,ga,213,149.5,Black,63.5,476
mcts_trained,ga,178,165.5,Black,12.5,434
mcts_trained,mcts,111,114.5,White,3.5,221
mcts_trained,mcts,140,141.5,White,1.5,273
mcts_trained,mcts,103,107.5,White,4.5,205
mcts_trained,mcts,179,163.5,Black,15.5,421
mcts_trained,mcts,134,136.5,White,2.5,259
mcts_trained,mcts,178,188.5,White,10.5,504
mcts_trained,mcts,44,51.5,White,7.5,91
mcts_trained,mcts,251,69.5,Black,181.5,550
mcts_trained,mcts,76,82.5,White,6.5,153
mcts_trained,mcts,179,163.5,Black,15.5,374
mcts_trained,mcts,90,89.5,Black,0.5,173
mcts_trained,random,217,159.5,Black,57.5,478
mcts_trained,random,200,169.5,Black,30.5,455
mcts_trained,random,198,163.5,Black,34.5,482
mcts_trained,random,205,160.5,Black,44.5,512
mcts_trained,random,210,150.5,Black,59.5,488
mcts_trained,random,220,143.5,Black,76.5,530
mcts_trained,random,206,166.5,Black,39.5,508
mcts_trained,random,200,169.5,Black,30.5,376
mcts_trained,random,192,172.5,Black,19.5,442
mcts_trained,random,218,144.5,Black,73.5,515
mcts_trained,random,207,155.5,Black,51.5,498
random,dqn,174,163.5,Black,10.5,356
random,dqn,309,47.5,Black,261.5,723
random,dqn,55,302.5,White,247.5,716
random,dqn,21,337.5,White,316.5,723
random,dqn,204,158.5,Black,45.5,498
random,dqn,156,198.5,White,42.5,466
random,dqn,305,60.5,Black,244.5,723
random,dqn,229,19.5,Black,209.5,703
random,dqn,149,199.5,White,50.5,372
random,dqn,178,121.5,Black,56.5,450
random,dqn,161,150.5,Black,10.5,472
random,ga,81,276.5,White,195.5,619
random,ga,200,173.5,Black,26.5,555
random,ga,55,305.5,White,250.5,723
random,ga,195,131.5,Black,63.5,480
random,ga,32,326.5,White,294.5,723
random,ga,163,198.5,White,35.5,459
random,ga,157,208.5,White,51.5,529
random,ga,200,173.5,Black,26.5,534
random,ga,289,62.5,Black,226.5,707
random,ga,290,69.5,Black,220.5,723
random,ga,147,122.5,Black,24.5,323
random,mcts,157,204.5,White,47.5,477
random,mcts,143,212.5,White,69.5,510
random,mcts,177,186.5,White,9.5,414
random,mcts,154,207.5,White,53.5,454
random,mcts,157,195.5,White,38.5,386
random,mcts,135,228.5,White,93.5,529
random,mcts,148,205.5,White,57.5,486
random,mcts,144,218.5,White,74.5,550
random,mcts,164,200.5,White,36.5,486
random,mcts,154,210.5,White,56.5,587
random,mcts,173,191.5,White,18.5,562
random,mcts_trained,140,214.5,White,74.5,491
random,mcts_trained,158,200.5,White,42.5,509
random,mcts_trained,154,207.5,White,53.5,454
random,mcts_trained,156,204.5,White,48.5,465
random,mcts_trained,135,228.5,White,93.5,529
random,mcts_trained,167,188.5,White,21.5,409
random,mcts_trained,158,187.5,White,29.5,373
random,mcts_trained,152,196.5,White,44.5,395
random,mcts_trained,149,212.5,White,63.5,569
random,mcts_trained,172,187.5,White,15.5,547
random,mcts_trained,159,179.5,White,20.5,401
