Generation,Average Fitness
0,0.3328000000000001
1,0.37760000000000016
2,0.43979999999999997
3,0.5128000000000003
4,0.5452
5,0.5847999999999998
6,0.608
7,0.6252
8,0.6649999999999999
9,0.6736000000000006
10,0.6891999999999999
11,0.7041999999999999
12,0.7152000000000005
13,0.7114000000000007
14,0.7369999999999995
15,0.7319999999999998
16,0.7292
17,0.7414000000000004
18,0.7508
19,0.7476
20,0.7464000000000008
21,0.7639999999999991
22,0.7601999999999995
23,0.7574000000000001
24,0.7597999999999997
25,0.7533999999999996
26,0.7668
27,0.7669999999999996
28,0.7689999999999988
29,0.7815999999999995
30,0.7797999999999995
31,0.7867999999999999
32,0.7788000000000003
33,0.7900000000000008
34,0.7798
35,0.7927999999999996
36,0.7955999999999996
37,0.7840000000000001
38,0.7995999999999993
39,0.7981999999999996
40,0.7997999999999994
41,0.779399999999999
42,0.7887999999999998
43,0.7900000000000001
44,0.7885999999999993
45,0.7941999999999992
46,0.7992
47,0.7965999999999991
48,0.7923999999999992
49,0.7899999999999986
50,0.7916000000000005
51,0.7952000000000007
52,0.7887999999999987
53,0.7941999999999999
54,0.7827999999999996
55,0.7925999999999992
56,0.7937999999999993
57,0.8007999999999994
58,0.7917999999999996
59,0.7970000000000002
60,0.7979999999999992
61,0.7936
62,0.7962
63,0.7959999999999998
64,0.8117999999999984
65,0.8007999999999994
66,0.7896000000000005
67,0.7985999999999996
68,0.7947999999999994
69,0.8053999999999999
70,0.7867999999999999
71,0.7944000000000003
72,0.7905999999999996
73,0.8015999999999993
74,0.8038
75,0.8079999999999996
76,0.8039999999999995
77,0.8154
78,0.7991999999999991
79,0.8085999999999993
80,0.8039999999999999
81,0.8059999999999998
82,0.8102000000000001
83,0.8008000000000001
84,0.8165999999999987
85,0.8038
86,0.8143999999999999
87,0.8088000000000006
88,0.8089999999999997
89,0.803
90,0.8091999999999988
91,0.8137999999999999
92,0.8067999999999992
93,0.8069999999999995
94,0.811599999999999
95,0.8097999999999992
96,0.8145999999999995
97,0.8277999999999998
98,0.8171999999999998
99,0.8215999999999999
100,0.8199999999999998
101,0.8227999999999995
102,0.8197999999999995
103,0.8240000000000002
104,0.8201999999999983
105,0.8247999999999998
106,0.8231999999999994
107,0.820599999999999
108,0.8263999999999992
109,0.8237999999999995
110,0.8185999999999994
111,0.826799999999999
112,0.8194
113,0.8227999999999992
114,0.8281999999999995
115,0.8219999999999991
116,0.8327999999999995
117,0.8332000000000002
118,0.8303999999999995
119,0.8299999999999986
120,0.8269999999999992
121,0.8231999999999987
122,0.833199999999999
123,0.8267999999999993
124,0.8307999999999996
125,0.8325999999999992
126,0.8313999999999999
127,0.8353999999999998
128,0.83
129,0.830999999999999
130,0.8391999999999988
131,0.8338
132,0.8283999999999999
133,0.8359999999999993
134,0.8399999999999993
135,0.8287999999999993
136,0.8373999999999998
137,0.8269999999999992
138,0.8373999999999988
139,0.8311999999999992
140,0.8305999999999998
141,0.8295999999999991
142,0.8451999999999983
143,0.8421999999999993
144,0.8207999999999992
145,0.8323999999999988
146,0.8463999999999997
147,0.8245999999999991
148,0.8335999999999993
149,0.8161999999999996
150,0.8345999999999988
151,0.8427999999999989
152,0.8442000000000001
153,0.8431999999999993
154,0.8321999999999994
155,0.8369999999999985
156,0.8383999999999993
157,0.8363999999999988
158,0.8485999999999984
159,0.8359999999999991
160,0.8281999999999989
161,0.8239999999999997
162,0.8411999999999986
163,0.8325999999999988
164,0.8437999999999996
165,0.8395999999999995
166,0.8399999999999994
167,0.8413999999999988
168,0.847799999999999
169,0.8449999999999995
170,0.8453999999999992
171,0.8415999999999987
172,0.8377999999999994
173,0.8499999999999996
174,0.8469999999999991
175,0.8421999999999996
176,0.8477999999999986
177,0.8333999999999987
178,0.8493999999999988
179,0.8475999999999986
180,0.8311999999999994
181,0.8493999999999992
182,0.8557999999999995
183,0.8491999999999992
184,0.8559999999999984
185,0.8495999999999992
186,0.8505999999999992
187,0.852799999999999
188,0.8461999999999986
189,0.8473999999999986
190,0.850399999999999
191,0.8421999999999994
192,0.843799999999999
193,0.8423999999999993
194,0.8403999999999994
195,0.8461999999999993
196,0.8437999999999984
197,0.8465999999999989
198,0.844799999999999
199,0.8443999999999994
